Iteration:0, Loss:0.016
Iteration:1, Loss:0.015
Iteration:2, Loss:0.015
Iteration:3, Loss:0.017
Iteration:4, Loss:0.016
Iteration:5, Loss:0.016
Iteration:6, Loss:0.016
Iteration:7, Loss:0.016
Iteration:8, Loss:0.016
Iteration:9, Loss:0.016
Iteration:10, Loss:0.016
Iteration:11, Loss:0.016
Iteration:12, Loss:0.016
Iteration:13, Loss:0.017
Iteration:14, Loss:0.017
Iteration:15, Loss:0.017
Iteration:16, Loss:0.017
Iteration:17, Loss:0.017
Iteration:18, Loss:0.017
Iteration:19, Loss:0.017
Iteration:20, Loss:0.017
Iteration:21, Loss:0.017
Iteration:22, Loss:0.017
Iteration:23, Loss:0.017
Iteration:24, Loss:0.017
Iteration:25, Loss:0.017
Iteration:26, Loss:0.017
Iteration:27, Loss:0.017
Iteration:28, Loss:0.017
Iteration:29, Loss:0.017
Iteration:30, Loss:0.017
Iteration:31, Loss:0.017
Iteration:32, Loss:0.017
Iteration:33, Loss:0.017
Iteration:34, Loss:0.017
Iteration:35, Loss:0.017
Iteration:36, Loss:0.017
Iteration:37, Loss:0.017
Iteration:38, Loss:0.017
Iteration:39, Loss:0.017
Iteration:40, Loss:0.017
Iteration:41, Loss:0.017
Iteration:42, Loss:0.017
Iteration:43, Loss:0.017
Iteration:44, Loss:0.017
Iteration:45, Loss:0.017
Iteration:46, Loss:0.017
Iteration:47, Loss:0.017
Iteration:48, Loss:0.017
Iteration:49, Loss:0.017
Iteration:50, Loss:0.017
Iteration:51, Loss:0.017
Iteration:52, Loss:0.017
Iteration:53, Loss:0.017
Iteration:54, Loss:0.017
Iteration:55, Loss:0.017
Iteration:56, Loss:0.017
Iteration:57, Loss:0.017
Iteration:58, Loss:0.017
Iteration:59, Loss:0.017
Iteration:60, Loss:0.017
Iteration:61, Loss:0.017
Iteration:62, Loss:0.017
Iteration:63, Loss:0.017
Iteration:64, Loss:0.017
Iteration:65, Loss:0.017
Iteration:66, Loss:0.017
Iteration:67, Loss:0.017
Iteration:68, Loss:0.017
Iteration:69, Loss:0.017
Iteration:70, Loss:0.017
Iteration:71, Loss:0.017
Iteration:72, Loss:0.017
Iteration:73, Loss:0.017
Iteration:74, Loss:0.017
Iteration:75, Loss:0.017
Iteration:76, Loss:0.017
Iteration:77, Loss:0.017
Iteration:78, Loss:0.017
Iteration:79, Loss:0.017
Iteration:80, Loss:0.017
Iteration:81, Loss:0.017
Iteration:82, Loss:0.017
Iteration:83, Loss:0.017
Iteration:84, Loss:0.017
Iteration:85, Loss:0.017
Iteration:86, Loss:0.017
Iteration:87, Loss:0.017
Iteration:88, Loss:0.017
Iteration:89, Loss:0.017
Iteration:90, Loss:0.017
Iteration:91, Loss:0.017
Iteration:92, Loss:0.017
Iteration:93, Loss:0.017
Iteration:94, Loss:0.017
Iteration:95, Loss:0.017
Iteration:96, Loss:0.017
Iteration:97, Loss:0.017
Iteration:98, Loss:0.017
Iteration:99, Loss:0.017
Iteration:100, Loss:0.017
Iteration:101, Loss:0.017
Iteration:102, Loss:0.017
Iteration:103, Loss:0.017
Iteration:104, Loss:0.017
Iteration:105, Loss:0.017
Iteration:106, Loss:0.017
Iteration:107, Loss:0.017
Iteration:108, Loss:0.017
Iteration:109, Loss:0.017
Iteration:110, Loss:0.017
Iteration:111, Loss:0.017
Iteration:112, Loss:0.017
Iteration:113, Loss:0.017
Iteration:114, Loss:0.017
Iteration:115, Loss:0.017
Iteration:116, Loss:0.017
Iteration:117, Loss:0.017
Iteration:118, Loss:0.017
Iteration:119, Loss:0.017
Iteration:120, Loss:0.017
Iteration:121, Loss:0.017
Iteration:122, Loss:0.017
Iteration:123, Loss:0.017
Iteration:124, Loss:0.017
Iteration:125, Loss:0.017
Iteration:126, Loss:0.017
Iteration:127, Loss:0.017
Iteration:128, Loss:0.017
Iteration:129, Loss:0.017
Iteration:130, Loss:0.017
Iteration:131, Loss:0.017
Iteration:132, Loss:0.017
Iteration:133, Loss:0.017
Iteration:134, Loss:0.017
Iteration:135, Loss:0.017
Iteration:136, Loss:0.017
Iteration:137, Loss:0.017
Iteration:138, Loss:0.017
Iteration:139, Loss:0.017
Iteration:140, Loss:0.017
Iteration:141, Loss:0.017
Iteration:142, Loss:0.017
Iteration:143, Loss:0.017
Iteration:144, Loss:0.017
Iteration:145, Loss:0.017
Iteration:146, Loss:0.017
Iteration:147, Loss:0.017
Iteration:148, Loss:0.017
Iteration:149, Loss:0.017
Iteration:150, Loss:0.017
Iteration:151, Loss:0.017
Iteration:152, Loss:0.017
Iteration:153, Loss:0.017
Iteration:154, Loss:0.017
Iteration:155, Loss:0.017
Iteration:156, Loss:0.017
Iteration:157, Loss:0.017
Iteration:158, Loss:0.017
Iteration:159, Loss:0.017
Iteration:160, Loss:0.017
Iteration:161, Loss:0.017
Iteration:162, Loss:0.017
Iteration:163, Loss:0.017
Iteration:164, Loss:0.017
Iteration:165, Loss:0.017
Iteration:166, Loss:0.017
Iteration:167, Loss:0.017
Iteration:168, Loss:0.017
Iteration:169, Loss:0.017
Iteration:170, Loss:0.017
Iteration:171, Loss:0.017
Iteration:172, Loss:0.017
Iteration:173, Loss:0.017
Iteration:174, Loss:0.017
Iteration:175, Loss:0.017
Iteration:176, Loss:0.017
Iteration:177, Loss:0.017
Iteration:178, Loss:0.017
Iteration:179, Loss:0.017
Iteration:180, Loss:0.017
Iteration:181, Loss:0.017
Iteration:182, Loss:0.017
Iteration:183, Loss:0.017
Iteration:184, Loss:0.017
Iteration:185, Loss:0.017
Iteration:186, Loss:0.017
Iteration:187, Loss:0.017
Iteration:188, Loss:0.017
Iteration:189, Loss:0.017
Iteration:190, Loss:0.017
Iteration:191, Loss:0.017
Iteration:192, Loss:0.017
Iteration:193, Loss:0.017
Iteration:194, Loss:0.017
Iteration:195, Loss:0.017
Iteration:196, Loss:0.017
Iteration:197, Loss:0.017
Iteration:198, Loss:0.017
Iteration:199, Loss:0.017
Iteration:200, Loss:0.017
Iteration:201, Loss:0.017
Iteration:202, Loss:0.017
Iteration:203, Loss:0.017
Iteration:204, Loss:0.017
Iteration:205, Loss:0.017
Iteration:206, Loss:0.017
Iteration:207, Loss:0.017
Iteration:208, Loss:0.017
Iteration:209, Loss:0.017
Iteration:210, Loss:0.017
Iteration:211, Loss:0.017
Iteration:212, Loss:0.017
Iteration:213, Loss:0.017
Iteration:214, Loss:0.017
Iteration:215, Loss:0.017
Iteration:216, Loss:0.017
Iteration:217, Loss:0.017
Iteration:218, Loss:0.017
Iteration:219, Loss:0.017
Iteration:220, Loss:0.017
Iteration:221, Loss:0.017
Iteration:222, Loss:0.017
Iteration:223, Loss:0.017
Iteration:224, Loss:0.017
Iteration:225, Loss:0.017
Iteration:226, Loss:0.017
Iteration:227, Loss:0.017
Iteration:228, Loss:0.017
Iteration:229, Loss:0.017
Iteration:230, Loss:0.017
Iteration:231, Loss:0.017
Iteration:232, Loss:0.017
Iteration:233, Loss:0.017
Iteration:234, Loss:0.017
Iteration:235, Loss:0.017
Iteration:236, Loss:0.017
Iteration:237, Loss:0.017
Iteration:238, Loss:0.017
Iteration:239, Loss:0.017
Iteration:240, Loss:0.017
Iteration:241, Loss:0.017
Iteration:242, Loss:0.017
Iteration:243, Loss:0.017
Iteration:244, Loss:0.017
Iteration:245, Loss:0.017
Iteration:246, Loss:0.017
Iteration:247, Loss:0.017
Iteration:248, Loss:0.017
Iteration:249, Loss:0.017
Iteration:250, Loss:0.017
Iteration:251, Loss:0.017
Iteration:252, Loss:0.017
Iteration:253, Loss:0.017
Iteration:254, Loss:0.017
Iteration:255, Loss:0.017
Iteration:256, Loss:0.017
Iteration:257, Loss:0.017
Iteration:258, Loss:0.017
Iteration:259, Loss:0.017
Iteration:260, Loss:0.017
Iteration:261, Loss:0.017
Iteration:262, Loss:0.017
Iteration:263, Loss:0.017
Iteration:264, Loss:0.017
Iteration:265, Loss:0.017
Iteration:266, Loss:0.017
Iteration:267, Loss:0.017
Iteration:268, Loss:0.017
Iteration:269, Loss:0.017
Iteration:270, Loss:0.017
Iteration:271, Loss:0.017
Iteration:272, Loss:0.017
Iteration:273, Loss:0.017
Iteration:274, Loss:0.017
Iteration:275, Loss:0.017
Iteration:276, Loss:0.017
Iteration:277, Loss:0.017
Iteration:278, Loss:0.017
Iteration:279, Loss:0.017
Iteration:280, Loss:0.017
Iteration:281, Loss:0.017
Iteration:282, Loss:0.017
Iteration:283, Loss:0.017
Iteration:284, Loss:0.017
Iteration:285, Loss:0.017
Iteration:286, Loss:0.017
Iteration:287, Loss:0.017
Iteration:288, Loss:0.017
Iteration:289, Loss:0.017
Iteration:290, Loss:0.017
Iteration:291, Loss:0.017
Iteration:292, Loss:0.017
Iteration:293, Loss:0.017
Iteration:294, Loss:0.017
Iteration:295, Loss:0.017
Iteration:296, Loss:0.017
Iteration:297, Loss:0.017
Iteration:298, Loss:0.017
Iteration:299, Loss:0.017
Iteration:300, Loss:0.017
Iteration:301, Loss:0.017
Iteration:302, Loss:0.017
Iteration:303, Loss:0.017
Iteration:304, Loss:0.017
Iteration:305, Loss:0.017
Iteration:306, Loss:0.017
Iteration:307, Loss:0.017
Iteration:308, Loss:0.017
Iteration:309, Loss:0.017
Iteration:310, Loss:0.017
Iteration:311, Loss:0.017
Iteration:312, Loss:0.017
Iteration:313, Loss:0.017
Iteration:314, Loss:0.017
Iteration:315, Loss:0.017
Iteration:316, Loss:0.017
Iteration:317, Loss:0.017
Iteration:318, Loss:0.017
Iteration:319, Loss:0.017
Iteration:320, Loss:0.017
Iteration:321, Loss:0.017
Iteration:322, Loss:0.017
Iteration:323, Loss:0.017
Iteration:324, Loss:0.017
Iteration:325, Loss:0.017
Iteration:326, Loss:0.017
Iteration:327, Loss:0.017
Iteration:328, Loss:0.017
Iteration:329, Loss:0.017
Iteration:330, Loss:0.017
Iteration:331, Loss:0.017
Iteration:332, Loss:0.017
Iteration:333, Loss:0.017
Iteration:334, Loss:0.017
Iteration:335, Loss:0.017
Iteration:336, Loss:0.017
Iteration:337, Loss:0.017
Iteration:338, Loss:0.017
Iteration:339, Loss:0.017
Iteration:340, Loss:0.017
Iteration:341, Loss:0.017
Iteration:342, Loss:0.017
Iteration:343, Loss:0.017
Iteration:344, Loss:0.017
Iteration:345, Loss:0.017
Iteration:346, Loss:0.017
Iteration:347, Loss:0.017
Iteration:348, Loss:0.017
Iteration:349, Loss:0.017
Iteration:350, Loss:0.017
Iteration:351, Loss:0.017
Iteration:352, Loss:0.017
Iteration:353, Loss:0.017
Iteration:354, Loss:0.017
Iteration:355, Loss:0.017
Iteration:356, Loss:0.017
Iteration:357, Loss:0.017
Iteration:358, Loss:0.017
Iteration:359, Loss:0.017
Iteration:360, Loss:0.017
Iteration:361, Loss:0.017
Iteration:362, Loss:0.017
Iteration:363, Loss:0.017
Iteration:364, Loss:0.017
Iteration:365, Loss:0.017
Iteration:366, Loss:0.017
Iteration:367, Loss:0.017
Iteration:368, Loss:0.017
Iteration:369, Loss:0.017
Iteration:370, Loss:0.017
Iteration:371, Loss:0.017
Iteration:372, Loss:0.017
Iteration:373, Loss:0.017
Iteration:374, Loss:0.017
Iteration:375, Loss:0.017
Iteration:376, Loss:0.017
